IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.245.9.228,8880,8880,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,74,12.17
47.236.21.51,2082,2082,FALSE,SIN-Singapore,Asia Pacific,Singapore,43,12.16
8.222.212.219,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,52,12.16
47.245.52.153,2086,2086,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,85,12.16
47.236.166.184,2052,2052,FALSE,SIN-Singapore,Asia Pacific,Singapore,22,12.16
8.222.180.86,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,106,12.16
8.219.233.6,2082,2082,FALSE,SIN-Singapore,Asia Pacific,Singapore,8,12.15
47.74.15.117,2095,2095,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,74,12.15
47.245.11.108,2053,2053,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,280,12.15
8.222.167.147,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,53,12.15
8.219.210.64,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,135,12.15
8.222.244.192,8880,8880,FALSE,SIN-Singapore,Asia Pacific,Singapore,16,12.14
47.245.11.216,8443,8443,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,199,12.14
8.219.200.145,2082,2082,FALSE,SIN-Singapore,Asia Pacific,Singapore,21,12.14
47.245.39.49,8080,8080,FALSE,HKG-Hong Kong,Asia Pacific,Hong Kong,171,12.14
47.245.7.212,2087,2087,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,243,12.14
47.74.23.99,80,80,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,73,12.14
8.222.145.164,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,109,12.13
47.245.30.208,2083,2083,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,171,12.13
47.245.33.163,80,80,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,81,12.13
8.219.170.58,2053,2053,TRUE,SIN-Singapore,Asia Pacific,Singapore,162,12.13
47.236.189.173,2096,2096,TRUE,SIN-Singapore,Asia Pacific,Singapore,171,12.12
8.219.178.225,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,129,12.12
8.219.251.81,2082,2082,FALSE,SIN-Singapore,Asia Pacific,Singapore,27,12.12
8.222.212.116,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,7,12.12
47.245.37.12,2087,2087,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,217,12.12
8.219.139.86,2053,2053,TRUE,SIN-Singapore,Asia Pacific,Singapore,172,12.11
8.209.242.25,2083,2083,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,99,12.11
8.222.212.116,80,80,FALSE,SIN-Singapore,Asia Pacific,Singapore,4,12.11
47.245.87.167,80,80,FALSE,SIN-Singapore,Asia Pacific,Singapore,4,12.11
8.222.154.227,80,80,FALSE,SIN-Singapore,Asia Pacific,Singapore,26,12.11
8.222.134.170,2087,2087,TRUE,SIN-Singapore,Asia Pacific,Singapore,113,12.11
8.219.147.58,2087,2087,TRUE,SIN-Singapore,Asia Pacific,Singapore,100,12.11
8.222.193.208,80,80,FALSE,SIN-Singapore,Asia Pacific,Singapore,3,12.11
8.219.78.1,2086,2086,FALSE,SIN-Singapore,Asia Pacific,Singapore,27,12.11
8.219.175.127,443,443,TRUE,SIN-Singapore,Asia Pacific,Singapore,86,12.1
47.245.110.13,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,92,12.1
8.219.11.158,80,80,FALSE,SIN-Singapore,Asia Pacific,Singapore,5,12.1
8.219.101.138,2087,2087,TRUE,SIN-Singapore,Asia Pacific,Singapore,92,12.1
8.219.121.87,2053,2053,TRUE,SIN-Singapore,Asia Pacific,Singapore,83,12.09
8.219.142.229,2095,2095,FALSE,SIN-Singapore,Asia Pacific,Singapore,25,12.09
47.74.15.120,2096,2096,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,169,12.09
8.219.60.68,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,74,12.09
8.222.136.196,2053,2053,TRUE,SIN-Singapore,Asia Pacific,Singapore,60,12.09
8.219.151.193,2053,2053,TRUE,SIN-Singapore,Asia Pacific,Singapore,115,12.09
8.219.72.51,2052,2052,FALSE,SIN-Singapore,Asia Pacific,Singapore,7,12.09
8.219.58.64,8880,8880,FALSE,SIN-Singapore,Asia Pacific,Singapore,10,12.08
47.74.50.249,2095,2095,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,76,12.08
47.245.52.153,80,80,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,80,12.08
8.219.77.91,2052,2052,FALSE,SIN-Singapore,Asia Pacific,Singapore,40,12.07
47.236.116.208,2052,2052,FALSE,SIN-Singapore,Asia Pacific,Singapore,18,12.07
8.222.164.44,2082,2082,FALSE,SIN-Singapore,Asia Pacific,Singapore,8,12.07
47.245.14.160,2083,2083,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,283,12.07
47.91.29.108,2096,2096,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,93,12.07
8.209.248.161,8443,8443,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,135,12.06
8.222.224.17,2053,2053,TRUE,SIN-Singapore,Asia Pacific,Singapore,67,12.06
8.219.206.180,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,138,12.06
47.74.43.95,8080,8080,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,77,12.06
8.219.178.225,2052,2052,FALSE,SIN-Singapore,Asia Pacific,Singapore,13,12.06
8.219.198.139,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,132,12.06
47.236.87.246,2096,2096,TRUE,SIN-Singapore,Asia Pacific,Singapore,128,12.06
8.222.160.61,8080,8080,FALSE,SIN-Singapore,Asia Pacific,Singapore,11,12.06
47.245.54.140,2095,2095,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,82,12.06
8.219.215.214,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,112,12.05
8.222.191.158,8080,8080,FALSE,SIN-Singapore,Asia Pacific,Singapore,19,12.05
8.219.198.34,2053,2053,TRUE,SIN-Singapore,Asia Pacific,Singapore,190,12.05
8.222.129.32,2096,2096,TRUE,SIN-Singapore,Asia Pacific,Singapore,43,12.05
8.222.191.158,2052,2052,FALSE,SIN-Singapore,Asia Pacific,Singapore,3,12.05
47.245.41.169,2096,2096,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,256,12.04
8.219.90.32,8080,8080,FALSE,SIN-Singapore,Asia Pacific,Singapore,16,12.04
47.245.59.243,8080,8080,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,74,12.04
8.219.253.114,2082,2082,FALSE,SIN-Singapore,Asia Pacific,Singapore,36,12.03
8.222.168.234,8080,8080,FALSE,SIN-Singapore,Asia Pacific,Singapore,14,12.03
8.219.251.81,2095,2095,FALSE,SIN-Singapore,Asia Pacific,Singapore,34,12.03
47.74.8.238,2096,2096,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,188,12.03
8.219.66.156,2095,2095,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,94,12.03
8.219.13.143,8080,8080,FALSE,HKG-Hong Kong,Asia Pacific,Hong Kong,71,12.01
8.219.100.168,80,80,FALSE,SIN-Singapore,Asia Pacific,Singapore,23,12.01
8.219.245.187,443,443,TRUE,SIN-Singapore,Asia Pacific,Singapore,144,12.01
47.236.163.221,8880,8880,FALSE,SIN-Singapore,Asia Pacific,Singapore,22,12
47.245.33.158,2096,2096,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,281,12
47.245.42.162,2095,2095,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,76,12
8.219.236.8,8080,8080,FALSE,SIN-Singapore,Asia Pacific,Singapore,29,12
8.219.178.225,2096,2096,TRUE,SIN-Singapore,Asia Pacific,Singapore,48,11.99
8.222.254.91,80,80,FALSE,SIN-Singapore,Asia Pacific,Singapore,5,11.99
47.74.46.84,2087,2087,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,248,11.99
47.236.78.57,8880,8880,FALSE,SIN-Singapore,Asia Pacific,Singapore,10,11.99
47.236.174.206,2053,2053,TRUE,SIN-Singapore,Asia Pacific,Singapore,59,11.98
8.219.163.195,2087,2087,TRUE,SIN-Singapore,Asia Pacific,Singapore,53,11.98
8.209.212.5,2053,2053,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,150,11.98
8.218.52.115,2096,2096,TRUE,HKG-Hong Kong,Asia Pacific,Hong Kong,67,11.98
8.210.3.24,8443,8443,TRUE,HKG-Hong Kong,Asia Pacific,Hong Kong,34,11.98
8.219.241.189,2086,2086,FALSE,SIN-Singapore,Asia Pacific,Singapore,17,11.98
8.219.114.201,2053,2053,TRUE,SIN-Singapore,Asia Pacific,Singapore,112,11.98
8.222.154.50,2096,2096,TRUE,SIN-Singapore,Asia Pacific,Singapore,11,11.98
8.219.134.63,2082,2082,FALSE,SIN-Singapore,Asia Pacific,Singapore,11,11.97
8.219.60.54,2096,2096,TRUE,SIN-Singapore,Asia Pacific,Singapore,78,11.97
8.219.137.50,2053,2053,TRUE,SIN-Singapore,Asia Pacific,Singapore,128,11.97
8.219.202.130,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,108,11.97
47.74.27.211,2082,2082,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,91,11.97
8.219.202.130,2087,2087,TRUE,SIN-Singapore,Asia Pacific,Singapore,225,11.97
47.245.32.215,2086,2086,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,72,11.97
47.245.4.22,8080,8080,FALSE,HKG-Hong Kong,Asia Pacific,Hong Kong,154,11.96
47.74.12.139,8880,8880,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,76,11.96
8.219.173.195,8880,8880,FALSE,SIN-Singapore,Asia Pacific,Singapore,26,11.96
8.219.193.202,2053,2053,TRUE,SIN-Singapore,Asia Pacific,Singapore,115,11.95
47.91.14.47,2096,2096,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,155,11.95
8.219.206.53,2087,2087,TRUE,SIN-Singapore,Asia Pacific,Singapore,137,11.95
8.219.121.24,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,89,11.95
47.74.37.176,8880,8880,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,72,11.95
8.222.208.83,2087,2087,TRUE,SIN-Singapore,Asia Pacific,Singapore,53,11.95
8.219.51.211,2087,2087,TRUE,SIN-Singapore,Asia Pacific,Singapore,70,11.95
47.236.83.239,2053,2053,TRUE,SIN-Singapore,Asia Pacific,Singapore,136,11.95
47.245.87.167,2053,2053,TRUE,SIN-Singapore,Asia Pacific,Singapore,60,11.95
8.219.194.170,8880,8880,FALSE,SIN-Singapore,Asia Pacific,Singapore,21,11.95
8.219.228.186,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,144,11.94
8.219.209.14,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,241,11.94
8.219.206.180,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,309,11.93
47.91.29.108,2086,2086,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,79,11.93
8.219.247.53,2087,2087,TRUE,SIN-Singapore,Asia Pacific,Singapore,163,11.93
47.245.86.230,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,99,11.93
8.219.228.186,8880,8880,FALSE,SIN-Singapore,Asia Pacific,Singapore,15,11.93
47.91.3.135,2082,2082,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,76,11.92
8.219.156.148,2053,2053,TRUE,SIN-Singapore,Asia Pacific,Singapore,66,11.92
47.245.15.236,2053,2053,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,250,11.92
8.219.170.223,8880,8880,FALSE,SIN-Singapore,Asia Pacific,Singapore,50,11.92
47.74.11.9,2082,2082,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,74,11.92
47.236.99.131,2082,2082,FALSE,SIN-Singapore,Asia Pacific,Singapore,21,11.92
8.219.196.24,80,80,FALSE,SIN-Singapore,Asia Pacific,Singapore,19,11.92
47.236.167.231,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,73,11.92
8.219.161.102,80,80,FALSE,SIN-Singapore,Asia Pacific,Singapore,8,11.92
8.219.103.65,2052,2052,FALSE,SIN-Singapore,Asia Pacific,Singapore,14,11.91
8.218.136.25,2083,2083,TRUE,HKG-Hong Kong,Asia Pacific,Hong Kong,54,11.91
47.74.15.117,2052,2052,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,76,11.91
47.74.16.255,2095,2095,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,100,11.91
47.245.41.69,2083,2083,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,320,11.91
8.219.153.44,80,80,FALSE,SIN-Singapore,Asia Pacific,Singapore,5,11.91
8.219.184.92,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,268,11.91
47.245.10.164,2053,2053,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,252,11.91
8.219.245.232,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,77,11.9
8.219.99.169,2052,2052,FALSE,SIN-Singapore,Asia Pacific,Singapore,20,11.9
8.219.161.129,2096,2096,TRUE,SIN-Singapore,Asia Pacific,Singapore,159,11.9
8.209.248.161,2087,2087,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,138,11.9
8.219.199.220,2095,2095,FALSE,SIN-Singapore,Asia Pacific,Singapore,10,11.9
8.222.136.196,2082,2082,FALSE,SIN-Singapore,Asia Pacific,Singapore,7,11.89
47.236.114.167,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,86,11.89
8.219.93.85,8880,8880,FALSE,SIN-Singapore,Asia Pacific,Singapore,30,11.89
8.219.220.88,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,170,11.89
47.245.110.13,8080,8080,FALSE,SIN-Singapore,Asia Pacific,Singapore,4,11.89
8.219.222.8,2082,2082,FALSE,SIN-Singapore,Asia Pacific,Singapore,39,11.88
8.219.107.135,2096,2096,TRUE,SIN-Singapore,Asia Pacific,Singapore,91,11.88
47.236.10.100,8080,8080,FALSE,SIN-Singapore,Asia Pacific,Singapore,40,11.88
47.236.204.110,2052,2052,FALSE,SIN-Singapore,Asia Pacific,Singapore,18,11.88
8.219.140.63,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,202,11.88
8.219.177.205,2087,2087,TRUE,SIN-Singapore,Asia Pacific,Singapore,232,11.87
8.219.199.220,2053,2053,TRUE,SIN-Singapore,Asia Pacific,Singapore,141,11.86
47.236.170.54,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,176,11.86
8.219.1.92,8880,8880,FALSE,SIN-Singapore,Asia Pacific,Singapore,7,11.86
8.219.78.222,2095,2095,FALSE,SIN-Singapore,Asia Pacific,Singapore,34,11.86
47.245.12.179,2083,2083,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,284,11.85
47.236.171.112,2096,2096,TRUE,SIN-Singapore,Asia Pacific,Singapore,81,11.85
47.245.33.56,2053,2053,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,202,11.85
8.219.241.189,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,198,11.85
47.236.125.62,8880,8880,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,116,11.85
8.219.51.49,2086,2086,FALSE,SIN-Singapore,Asia Pacific,Singapore,41,11.85
47.236.7.206,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,74,11.85
47.245.11.136,2087,2087,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,177,11.85
8.219.242.208,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,130,11.85
8.219.213.84,2052,2052,FALSE,SIN-Singapore,Asia Pacific,Singapore,36,11.84
47.245.9.99,2096,2096,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,182,11.84
47.245.14.216,2083,2083,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,241,11.83
47.236.150.109,2087,2087,TRUE,SIN-Singapore,Asia Pacific,Singapore,76,11.83
47.245.55.94,2086,2086,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,76,11.83
8.219.73.21,2082,2082,FALSE,SIN-Singapore,Asia Pacific,Singapore,22,11.83
47.236.168.17,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,95,11.83
8.219.122.96,2053,2053,TRUE,SIN-Singapore,Asia Pacific,Singapore,108,11.83
47.245.54.197,2053,2053,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,306,11.83
8.219.99.169,2086,2086,FALSE,SIN-Singapore,Asia Pacific,Singapore,6,11.82
47.74.10.100,8080,8080,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,74,11.82
8.222.128.131,2082,2082,FALSE,SIN-Singapore,Asia Pacific,Singapore,40,11.82
47.74.36.154,80,80,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,91,11.82
8.219.97.179,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,125,11.82
8.219.196.117,443,443,TRUE,SIN-Singapore,Asia Pacific,Singapore,123,11.81
47.236.121.7,2052,2052,FALSE,SIN-Singapore,Asia Pacific,Singapore,8,11.81
8.219.167.65,2087,2087,TRUE,SIN-Singapore,Asia Pacific,Singapore,121,11.81
8.219.164.237,443,443,TRUE,SIN-Singapore,Asia Pacific,Singapore,105,11.81
47.245.93.74,80,80,FALSE,SIN-Singapore,Asia Pacific,Singapore,5,11.8
8.219.145.245,2082,2082,FALSE,SIN-Singapore,Asia Pacific,Singapore,19,11.8
47.236.169.15,2086,2086,FALSE,SIN-Singapore,Asia Pacific,Singapore,34,11.8
8.219.74.35,2095,2095,FALSE,SIN-Singapore,Asia Pacific,Singapore,15,11.8
8.219.40.255,8080,8080,FALSE,SIN-Singapore,Asia Pacific,Singapore,30,11.8
47.245.89.102,2053,2053,TRUE,SIN-Singapore,Asia Pacific,Singapore,104,11.79
8.209.200.73,8443,8443,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,101,11.79
8.209.212.5,2087,2087,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,109,11.79
8.219.141.174,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,81,11.79
47.236.148.174,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,121,11.79
47.91.3.179,2083,2083,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,109,11.79
47.245.34.36,2082,2082,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,76,11.79
8.219.79.74,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,130,11.79
47.91.10.228,2083,2083,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,99,11.78
8.219.122.96,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,120,11.78
8.222.155.242,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,98,11.78
8.209.200.73,2087,2087,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,85,11.78
8.219.56.205,8880,8880,FALSE,SIN-Singapore,Asia Pacific,Singapore,15,11.77
8.222.215.228,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,120,11.77
47.245.34.36,2052,2052,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,73,11.77
47.236.88.85,2087,2087,TRUE,SIN-Singapore,Asia Pacific,Singapore,77,11.77
8.209.240.229,2083,2083,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,76,11.77
47.236.192.198,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,110,11.77
8.219.196.117,2096,2096,TRUE,SIN-Singapore,Asia Pacific,Singapore,174,11.76
47.236.7.206,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,66,11.76
47.91.2.5,2082,2082,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,77,11.76
8.219.208.69,2095,2095,FALSE,SIN-Singapore,Asia Pacific,Singapore,21,11.76
47.236.65.232,8880,8880,FALSE,SIN-Singapore,Asia Pacific,Singapore,57,11.75
47.245.84.155,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,136,11.75
47.236.173.200,2082,2082,FALSE,SIN-Singapore,Asia Pacific,Singapore,36,11.75
47.245.57.38,2095,2095,FALSE,HKG-Hong Kong,Asia Pacific,Hong Kong,133,11.74
8.219.72.51,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,123,11.74
8.219.161.129,2096,2096,TRUE,SIN-Singapore,Asia Pacific,Singapore,88,11.74
8.222.167.8,2053,2053,TRUE,SIN-Singapore,Asia Pacific,Singapore,143,11.74
8.222.188.56,8080,8080,FALSE,SIN-Singapore,Asia Pacific,Singapore,23,11.74
8.219.204.120,2095,2095,FALSE,SIN-Singapore,Asia Pacific,Singapore,12,11.74
47.236.169.164,2095,2095,FALSE,SIN-Singapore,Asia Pacific,Singapore,19,11.74
8.219.140.229,443,443,TRUE,SIN-Singapore,Asia Pacific,Singapore,72,11.74
8.219.183.31,2087,2087,TRUE,SIN-Singapore,Asia Pacific,Singapore,162,11.73
47.236.116.182,2087,2087,TRUE,SIN-Singapore,Asia Pacific,Singapore,20,11.73
8.219.60.54,8880,8880,FALSE,SIN-Singapore,Asia Pacific,Singapore,3,11.73
8.219.161.102,2087,2087,TRUE,SIN-Singapore,Asia Pacific,Singapore,75,11.73
8.219.245.187,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,72,11.73
47.74.9.174,2082,2082,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,78,11.73
8.219.208.69,8880,8880,FALSE,SIN-Singapore,Asia Pacific,Singapore,9,11.72
8.219.12.152,2087,2087,TRUE,SIN-Singapore,Asia Pacific,Singapore,157,11.72
47.236.144.196,2053,2053,TRUE,SIN-Singapore,Asia Pacific,Singapore,67,11.72
8.209.222.232,2052,2052,FALSE,HKG-Hong Kong,Asia Pacific,Hong Kong,164,11.71
8.219.188.162,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,167,11.71
8.219.220.88,8080,8080,FALSE,SIN-Singapore,Asia Pacific,Singapore,93,11.71
47.74.40.13,2082,2082,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,73,11.71
47.245.37.89,2083,2083,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,115,11.71
8.219.72.51,80,80,FALSE,SIN-Singapore,Asia Pacific,Singapore,42,11.71
8.219.248.170,80,80,FALSE,SIN-Singapore,Asia Pacific,Singapore,17,11.7
8.219.13.143,2086,2086,FALSE,SIN-Singapore,Asia Pacific,Singapore,6,11.7
47.245.55.235,2087,2087,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,290,11.69
47.245.15.39,80,80,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,76,11.69
8.219.142.229,8080,8080,FALSE,SIN-Singapore,Asia Pacific,Singapore,15,11.69
8.219.173.233,2096,2096,TRUE,SIN-Singapore,Asia Pacific,Singapore,205,11.69
8.219.174.213,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,150,11.69
47.74.43.24,8880,8880,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,80,11.69
47.245.93.74,2052,2052,FALSE,SIN-Singapore,Asia Pacific,Singapore,5,11.68
8.219.82.35,2095,2095,FALSE,SIN-Singapore,Asia Pacific,Singapore,16,11.68
47.74.54.145,2095,2095,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,90,11.68
47.236.39.34,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,142,11.68
47.245.87.167,2086,2086,FALSE,SIN-Singapore,Asia Pacific,Singapore,6,11.67
47.236.145.180,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,96,11.67
