IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.61.52,2053,2053,TRUE,SIN-Singapore,Asia Pacific,Singapore,70,11.02
47.245.52.240,2082,2082,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,84,11.02
47.245.33.163,2095,2095,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,80,11.02
8.219.5.10,2052,2052,FALSE,SIN-Singapore,Asia Pacific,Singapore,6,11.02
47.236.104.11,80,80,FALSE,SIN-Singapore,Asia Pacific,Singapore,27,11.02
47.236.88.134,8880,8880,FALSE,SIN-Singapore,Asia Pacific,Singapore,34,11.02
8.222.219.252,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,66,11.02
8.219.249.38,80,80,FALSE,SIN-Singapore,Asia Pacific,Singapore,32,11.02
8.209.255.195,8443,8443,TRUE,HKG-Hong Kong,Asia Pacific,Hong Kong,166,11.02
8.219.151.193,2082,2082,FALSE,SIN-Singapore,Asia Pacific,Singapore,8,11.02
47.245.39.28,2083,2083,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,301,11.02
47.245.30.144,2083,2083,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,259,11.02
8.218.143.10,8080,8080,FALSE,HKG-Hong Kong,Asia Pacific,Hong Kong,64,11.02
8.219.208.69,8080,8080,FALSE,SIN-Singapore,Asia Pacific,Singapore,41,11.02
47.245.11.62,2087,2087,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,240,11.02
47.245.52.153,8880,8880,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,82,11.01
8.219.253.18,2052,2052,FALSE,SIN-Singapore,Asia Pacific,Singapore,14,11.01
8.219.77.91,80,80,FALSE,SIN-Singapore,Asia Pacific,Singapore,21,11.01
47.74.26.196,8880,8880,FALSE,HKG-Hong Kong,Asia Pacific,Hong Kong,129,11.01
47.245.3.137,2083,2083,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,318,11.01
8.219.173.195,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,101,11.01
8.209.243.137,8443,8443,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,116,11.01
47.245.52.165,2087,2087,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,299,11.01
8.219.253.185,2053,2053,TRUE,SIN-Singapore,Asia Pacific,Singapore,177,11
8.222.193.208,8080,8080,FALSE,SIN-Singapore,Asia Pacific,Singapore,24,10.99
8.219.142.191,8880,8880,FALSE,SIN-Singapore,Asia Pacific,Singapore,13,10.99
8.219.42.72,2087,2087,TRUE,SIN-Singapore,Asia Pacific,Singapore,127,10.99
8.222.222.64,2052,2052,FALSE,SIN-Singapore,Asia Pacific,Singapore,5,10.99
47.245.37.98,2086,2086,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,85,10.99
47.245.37.94,2083,2083,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,266,10.99
8.219.50.180,2053,2053,TRUE,SIN-Singapore,Asia Pacific,Singapore,67,10.98
8.219.107.135,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,92,10.98
8.219.167.113,2082,2082,FALSE,SIN-Singapore,Asia Pacific,Singapore,16,10.98
47.74.4.47,2086,2086,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,77,10.98
8.219.140.229,2086,2086,FALSE,SIN-Singapore,Asia Pacific,Singapore,9,10.98
47.245.12.179,8880,8880,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,78,10.98
8.219.124.227,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,154,10.97
47.245.55.99,2095,2095,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,78,10.97
8.219.213.84,2082,2082,FALSE,SIN-Singapore,Asia Pacific,Singapore,27,10.97
8.219.58.64,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,128,10.97
47.74.18.121,2086,2086,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,75,10.97
47.236.165.25,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,120,10.97
47.236.97.111,2087,2087,TRUE,SIN-Singapore,Asia Pacific,Singapore,76,10.97
8.219.87.34,2087,2087,TRUE,SIN-Singapore,Asia Pacific,Singapore,151,10.97
8.222.136.247,2082,2082,FALSE,SIN-Singapore,Asia Pacific,Singapore,21,10.97
47.245.4.219,2053,2053,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,209,10.97
8.219.170.232,2096,2096,TRUE,SIN-Singapore,Asia Pacific,Singapore,79,10.97
8.219.90.32,2086,2086,FALSE,SIN-Singapore,Asia Pacific,Singapore,5,10.97
8.219.250.239,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,148,10.96
47.245.8.185,80,80,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,82,10.96
47.236.164.215,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,86,10.96
8.219.193.22,2086,2086,FALSE,SIN-Singapore,Asia Pacific,Singapore,46,10.96
47.245.2.231,2053,2053,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,189,10.96
8.219.114.201,2082,2082,FALSE,SIN-Singapore,Asia Pacific,Singapore,10,10.96
8.219.170.223,2096,2096,TRUE,SIN-Singapore,Asia Pacific,Singapore,239,10.96
47.245.53.50,2086,2086,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,73,10.96
8.219.99.8,2052,2052,FALSE,SIN-Singapore,Asia Pacific,Singapore,13,10.95
8.219.199.220,2082,2082,FALSE,SIN-Singapore,Asia Pacific,Singapore,6,10.95
8.219.99.169,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,66,10.95
8.219.193.202,443,443,TRUE,SIN-Singapore,Asia Pacific,Singapore,130,10.95
47.245.53.50,8443,8443,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,139,10.95
47.236.172.41,2086,2086,FALSE,HKG-Hong Kong,Asia Pacific,Hong Kong,81,10.94
8.219.126.240,2087,2087,TRUE,SIN-Singapore,Asia Pacific,Singapore,97,10.94
8.219.228.186,2082,2082,FALSE,SIN-Singapore,Asia Pacific,Singapore,21,10.94
8.222.219.34,2053,2053,TRUE,SIN-Singapore,Asia Pacific,Singapore,90,10.94
47.245.102.156,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,150,10.94
47.245.90.176,2095,2095,FALSE,SIN-Singapore,Asia Pacific,Singapore,5,10.94
47.245.31.0,2096,2096,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,177,10.94
47.91.2.165,8443,8443,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,83,10.94
8.219.107.135,2087,2087,TRUE,SIN-Singapore,Asia Pacific,Singapore,153,10.93
8.219.198.34,2095,2095,FALSE,SIN-Singapore,Asia Pacific,Singapore,96,10.93
47.236.166.184,2053,2053,TRUE,SIN-Singapore,Asia Pacific,Singapore,99,10.93
8.219.208.69,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,130,10.93
8.219.217.81,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,78,10.93
47.74.41.136,2053,2053,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,242,10.93
47.74.8.238,8443,8443,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,161,10.93
8.219.87.34,2082,2082,FALSE,SIN-Singapore,Asia Pacific,Singapore,14,10.93
8.219.184.92,2096,2096,TRUE,SIN-Singapore,Asia Pacific,Singapore,117,10.93
47.245.42.162,8880,8880,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,76,10.92
8.222.221.109,2096,2096,TRUE,SIN-Singapore,Asia Pacific,Singapore,89,10.92
8.222.152.71,2087,2087,TRUE,SIN-Singapore,Asia Pacific,Singapore,98,10.92
47.236.168.17,2082,2082,FALSE,SIN-Singapore,Asia Pacific,Singapore,15,10.92
47.236.88.134,2096,2096,TRUE,SIN-Singapore,Asia Pacific,Singapore,107,10.92
8.219.250.239,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,112,10.92
8.219.75.44,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,115,10.92
8.219.197.111,80,80,FALSE,SIN-Singapore,Asia Pacific,Singapore,44,10.92
47.236.172.41,8080,8080,FALSE,SIN-Singapore,Asia Pacific,Singapore,25,10.92
8.219.50.180,2052,2052,FALSE,SIN-Singapore,Asia Pacific,Singapore,4,10.91
8.219.82.177,2096,2096,TRUE,SIN-Singapore,Asia Pacific,Singapore,51,10.91
8.219.174.213,2096,2096,TRUE,SIN-Singapore,Asia Pacific,Singapore,200,10.91
8.219.72.51,8880,8880,FALSE,SIN-Singapore,Asia Pacific,Singapore,13,10.91
47.236.202.91,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,107,10.91
8.219.217.81,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,159,10.91
8.219.233.6,2052,2052,FALSE,SIN-Singapore,Asia Pacific,Singapore,24,10.91
8.219.220.122,2053,2053,TRUE,SIN-Singapore,Asia Pacific,Singapore,163,10.9
47.74.26.196,2082,2082,FALSE,HKG-Hong Kong,Asia Pacific,Hong Kong,133,10.9
47.245.54.140,2083,2083,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,131,10.9
8.219.102.252,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,93,10.9
47.245.37.98,2052,2052,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,77,10.9
8.222.129.245,2082,2082,FALSE,SIN-Singapore,Asia Pacific,Singapore,11,10.9
8.219.171.6,2087,2087,TRUE,SIN-Singapore,Asia Pacific,Singapore,136,10.9
47.245.52.240,8443,8443,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,195,10.9
47.236.204.152,8080,8080,FALSE,SIN-Singapore,Asia Pacific,Singapore,18,10.89
8.219.215.12,8080,8080,FALSE,SIN-Singapore,Asia Pacific,Singapore,24,10.89
47.245.56.50,2087,2087,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,198,10.89
8.219.126.240,2096,2096,TRUE,SIN-Singapore,Asia Pacific,Singapore,162,10.89
8.222.169.182,8080,8080,FALSE,SIN-Singapore,Asia Pacific,Singapore,9,10.89
8.219.228.186,2053,2053,TRUE,SIN-Singapore,Asia Pacific,Singapore,159,10.89
47.245.52.165,2096,2096,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,177,10.89
8.219.196.117,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,162,10.89
47.245.11.118,2083,2083,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,190,10.89
8.217.193.25,8443,8443,TRUE,HKG-Hong Kong,Asia Pacific,Hong Kong,70,10.89
47.91.22.115,2082,2082,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,76,10.89
47.236.249.41,2082,2082,FALSE,SIN-Singapore,Asia Pacific,Singapore,14,10.89
8.219.142.229,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,156,10.88
8.219.204.120,2096,2096,TRUE,SIN-Singapore,Asia Pacific,Singapore,179,10.88
47.236.165.25,2095,2095,FALSE,SIN-Singapore,Asia Pacific,Singapore,24,10.88
47.236.5.223,2053,2053,TRUE,SIN-Singapore,Asia Pacific,Singapore,48,10.88
8.219.209.14,2087,2087,TRUE,SIN-Singapore,Asia Pacific,Singapore,168,10.88
47.236.150.109,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,76,10.88
47.236.116.208,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,64,10.88
47.236.155.170,80,80,FALSE,SIN-Singapore,Asia Pacific,Singapore,12,10.88
47.74.12.139,8080,8080,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,79,10.88
47.74.34.73,2052,2052,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,81,10.87
47.245.37.41,2083,2083,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,232,10.87
8.209.243.99,2087,2087,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,80,10.86
8.222.169.182,8880,8880,FALSE,SIN-Singapore,Asia Pacific,Singapore,27,10.86
47.91.3.135,8880,8880,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,73,10.86
8.219.101.138,8080,8080,FALSE,SIN-Singapore,Asia Pacific,Singapore,4,10.86
47.236.204.110,2087,2087,TRUE,SIN-Singapore,Asia Pacific,Singapore,129,10.86
8.219.247.53,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,154,10.86
47.74.49.62,2086,2086,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,75,10.86
8.210.245.224,2053,2053,TRUE,HKG-Hong Kong,Asia Pacific,Hong Kong,91,10.86
8.222.155.242,8080,8080,FALSE,SIN-Singapore,Asia Pacific,Singapore,19,10.86
8.219.126.240,2096,2096,TRUE,SIN-Singapore,Asia Pacific,Singapore,88,10.86
8.222.180.86,80,80,FALSE,SIN-Singapore,Asia Pacific,Singapore,20,10.85
8.222.215.228,8880,8880,FALSE,SIN-Singapore,Asia Pacific,Singapore,3,10.85
8.219.255.171,8880,8880,FALSE,SIN-Singapore,Asia Pacific,Singapore,24,10.85
8.219.56.205,2053,2053,TRUE,SIN-Singapore,Asia Pacific,Singapore,121,10.84
47.91.3.112,2096,2096,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,105,10.84
8.219.151.193,2086,2086,FALSE,SIN-Singapore,Asia Pacific,Singapore,6,10.84
8.219.240.160,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,191,10.84
8.222.198.105,8080,8080,FALSE,SIN-Singapore,Asia Pacific,Singapore,7,10.84
47.91.31.235,8880,8880,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,84,10.84
8.219.121.87,2095,2095,FALSE,SIN-Singapore,Asia Pacific,Singapore,10,10.84
8.219.92.89,2095,2095,FALSE,SIN-Singapore,Asia Pacific,Singapore,17,10.84
47.236.88.134,2086,2086,FALSE,SIN-Singapore,Asia Pacific,Singapore,44,10.84
8.222.237.131,2053,2053,TRUE,SIN-Singapore,Asia Pacific,Singapore,32,10.83
8.219.114.201,2052,2052,FALSE,SIN-Singapore,Asia Pacific,Singapore,9,10.83
8.222.221.197,2096,2096,TRUE,SIN-Singapore,Asia Pacific,Singapore,130,10.83
8.222.187.4,2082,2082,FALSE,SIN-Singapore,Asia Pacific,Singapore,4,10.83
47.236.169.164,8080,8080,FALSE,SIN-Singapore,Asia Pacific,Singapore,21,10.83
47.245.30.65,2082,2082,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,89,10.82
47.236.166.184,8880,8880,FALSE,SIN-Singapore,Asia Pacific,Singapore,21,10.82
8.219.154.107,2087,2087,TRUE,SIN-Singapore,Asia Pacific,Singapore,64,10.82
8.219.185.191,2087,2087,TRUE,SIN-Singapore,Asia Pacific,Singapore,152,10.82
47.245.10.77,2053,2053,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,107,10.82
8.219.196.24,8880,8880,FALSE,SIN-Singapore,Asia Pacific,Singapore,19,10.81
8.219.72.51,2082,2082,FALSE,SIN-Singapore,Asia Pacific,Singapore,25,10.81
8.222.221.109,80,80,FALSE,SIN-Singapore,Asia Pacific,Singapore,12,10.81
47.74.42.17,2096,2096,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,168,10.81
47.236.172.41,2082,2082,FALSE,SIN-Singapore,Asia Pacific,Singapore,39,10.81
47.74.26.131,2082,2082,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,74,10.81
47.245.40.161,8880,8880,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,81,10.8
8.222.229.102,8880,8880,FALSE,SIN-Singapore,Asia Pacific,Singapore,26,10.8
47.236.5.223,80,80,FALSE,SIN-Singapore,Asia Pacific,Singapore,39,10.8
8.219.72.50,2053,2053,TRUE,SIN-Singapore,Asia Pacific,Singapore,140,10.8
47.74.43.24,2083,2083,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,173,10.8
47.91.16.214,2087,2087,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,88,10.8
8.219.215.214,443,443,TRUE,SIN-Singapore,Asia Pacific,Singapore,35,10.8
8.219.235.164,2095,2095,FALSE,SIN-Singapore,Asia Pacific,Singapore,2,10.8
8.219.230.254,2053,2053,TRUE,SIN-Singapore,Asia Pacific,Singapore,268,10.8
8.219.237.250,443,443,TRUE,SIN-Singapore,Asia Pacific,Singapore,122,10.79
8.219.3.53,2082,2082,FALSE,SIN-Singapore,Asia Pacific,Singapore,5,10.79
47.245.40.161,2053,2053,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,98,10.79
47.236.201.98,2086,2086,FALSE,SIN-Singapore,Asia Pacific,Singapore,17,10.79
8.219.83.201,2096,2096,TRUE,SIN-Singapore,Asia Pacific,Singapore,57,10.79
8.219.193.22,2052,2052,FALSE,SIN-Singapore,Asia Pacific,Singapore,12,10.78
8.219.195.47,2082,2082,FALSE,SIN-Singapore,Asia Pacific,Singapore,4,10.78
47.91.31.235,2087,2087,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,87,10.78
47.236.104.98,80,80,FALSE,SIN-Singapore,Asia Pacific,Singapore,65,10.78
8.222.227.191,2083,2083,TRUE,HKG-Hong Kong,Asia Pacific,Hong Kong,163,10.78
47.245.8.185,2096,2096,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,207,10.77
8.219.100.168,2096,2096,TRUE,SIN-Singapore,Asia Pacific,Singapore,137,10.77
47.236.147.146,2096,2096,TRUE,SIN-Singapore,Asia Pacific,Singapore,91,10.77
47.245.33.158,8080,8080,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,80,10.77
47.236.193.5,2086,2086,FALSE,SIN-Singapore,Asia Pacific,Singapore,13,10.77
47.245.39.28,2087,2087,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,279,10.76
8.222.212.116,8880,8880,FALSE,SIN-Singapore,Asia Pacific,Singapore,6,10.76
47.245.3.137,2086,2086,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,79,10.76
47.74.34.73,8080,8080,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,71,10.76
8.222.129.32,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,106,10.76
8.219.242.208,2095,2095,FALSE,SIN-Singapore,Asia Pacific,Singapore,20,10.76
8.219.240.141,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,95,10.76
47.245.56.50,2053,2053,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,302,10.76
47.74.27.211,2053,2053,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,166,10.76
8.219.197.111,2087,2087,TRUE,SIN-Singapore,Asia Pacific,Singapore,169,10.76
8.218.188.129,80,80,FALSE,HKG-Hong Kong,Asia Pacific,Hong Kong,48,10.76
47.245.58.175,8443,8443,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,153,10.76
47.245.55.94,80,80,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,77,10.75
47.91.3.179,8880,8880,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,73,10.75
8.219.172.128,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,86,10.75
47.91.16.214,8443,8443,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,95,10.75
8.222.244.192,80,80,FALSE,SIN-Singapore,Asia Pacific,Singapore,10,10.75
8.219.185.191,2096,2096,TRUE,SIN-Singapore,Asia Pacific,Singapore,128,10.75
47.74.39.194,2096,2096,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,118,10.75
8.218.243.95,443,443,TRUE,HKG-Hong Kong,Asia Pacific,Hong Kong,68,10.74
47.245.12.38,2087,2087,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,185,10.74
8.219.78.222,2086,2086,FALSE,SIN-Singapore,Asia Pacific,Singapore,12,10.74
8.219.122.55,2096,2096,TRUE,SIN-Singapore,Asia Pacific,Singapore,110,10.74
8.222.137.192,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,117,10.73
47.245.37.98,8880,8880,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,74,10.73
8.222.229.102,8080,8080,FALSE,SIN-Singapore,Asia Pacific,Singapore,22,10.73
8.219.198.139,2095,2095,FALSE,SIN-Singapore,Asia Pacific,Singapore,8,10.73
47.245.41.84,2083,2083,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,180,10.73
8.222.159.252,2096,2096,TRUE,SIN-Singapore,Asia Pacific,Singapore,89,10.72
8.219.185.191,2053,2053,TRUE,SIN-Singapore,Asia Pacific,Singapore,102,10.72
47.236.166.84,2087,2087,TRUE,SIN-Singapore,Asia Pacific,Singapore,71,10.72
8.219.241.189,8880,8880,FALSE,SIN-Singapore,Asia Pacific,Singapore,15,10.72
47.245.4.22,2052,2052,FALSE,HKG-Hong Kong,Asia Pacific,Hong Kong,174,10.72
47.236.172.71,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,111,10.72
8.219.183.31,8080,8080,FALSE,SIN-Singapore,Asia Pacific,Singapore,26,10.71
47.236.187.144,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,79,10.71
8.219.196.117,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,135,10.71
47.74.8.238,2095,2095,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,76,10.71
8.219.253.114,2096,2096,TRUE,SIN-Singapore,Asia Pacific,Singapore,168,10.71
47.236.165.25,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,162,10.71
8.222.226.15,80,80,FALSE,SIN-Singapore,Asia Pacific,Singapore,17,10.71
8.219.241.189,2082,2082,FALSE,SIN-Singapore,Asia Pacific,Singapore,37,10.7
8.219.236.8,2096,2096,TRUE,SIN-Singapore,Asia Pacific,Singapore,160,10.7
47.245.52.165,2082,2082,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,88,10.7
8.219.222.8,2086,2086,FALSE,SIN-Singapore,Asia Pacific,Singapore,25,10.7
8.219.151.193,8880,8880,FALSE,SIN-Singapore,Asia Pacific,Singapore,5,10.7
8.219.196.24,2086,2086,FALSE,SIN-Singapore,Asia Pacific,Singapore,9,10.7
8.217.147.230,2053,2053,TRUE,HKG-Hong Kong,Asia Pacific,Hong Kong,53,10.69
47.236.7.246,8880,8880,FALSE,SIN-Singapore,Asia Pacific,Singapore,222,10.69
47.245.62.84,2083,2083,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,255,10.69
8.219.107.199,2096,2096,TRUE,SIN-Singapore,Asia Pacific,Singapore,92,10.69
47.245.53.50,2052,2052,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,75,10.69
8.219.179.34,2095,2095,FALSE,SIN-Singapore,Asia Pacific,Singapore,15,10.69
47.245.37.41,80,80,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,79,10.69
47.236.155.170,2086,2086,FALSE,SIN-Singapore,Asia Pacific,Singapore,22,10.69
47.245.56.207,2053,2053,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,281,10.68
8.222.160.176,2052,2052,FALSE,SIN-Singapore,Asia Pacific,Singapore,13,10.68
8.219.74.35,8080,8080,FALSE,SIN-Singapore,Asia Pacific,Singapore,13,10.68
8.219.193.22,2087,2087,TRUE,SIN-Singapore,Asia Pacific,Singapore,97,10.68
47.245.54.98,2087,2087,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,129,10.68
47.236.201.98,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,49,10.68
8.219.240.160,2053,2053,TRUE,SIN-Singapore,Asia Pacific,Singapore,96,10.68
47.236.65.177,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,203,10.67
47.236.164.215,2053,2053,TRUE,SIN-Singapore,Asia Pacific,Singapore,147,10.67
8.218.122.55,2086,2086,FALSE,HKG-Hong Kong,Asia Pacific,Hong Kong,73,10.67
8.219.193.202,2086,2086,FALSE,SIN-Singapore,Asia Pacific,Singapore,24,10.66
47.245.10.77,8080,8080,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,79,10.66
8.219.107.135,2053,2053,TRUE,SIN-Singapore,Asia Pacific,Singapore,91,10.66
8.219.126.3,80,80,FALSE,SIN-Singapore,Asia Pacific,Singapore,18,10.66
8.219.213.112,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,161,10.66
8.219.240.160,2052,2052,FALSE,SIN-Singapore,Asia Pacific,Singapore,8,10.65
47.245.62.84,2087,2087,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,270,10.65
8.222.248.188,2052,2052,FALSE,SIN-Singapore,Asia Pacific,Singapore,4,10.65
47.245.57.109,2095,2095,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,85,10.65
47.245.96.163,443,443,TRUE,SIN-Singapore,Asia Pacific,Singapore,46,10.65
47.245.84.124,2052,2052,FALSE,SIN-Singapore,Asia Pacific,Singapore,4,10.65
8.219.174.213,443,443,TRUE,SIN-Singapore,Asia Pacific,Singapore,34,10.65
8.219.100.155,443,443,TRUE,SIN-Singapore,Asia Pacific,Singapore,136,10.65
8.219.220.122,8443,8443,TRUE,SIN-Singapore,Asia Pacific,Singapore,142,10.65
47.74.11.251,2082,2082,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,76,10.64
47.245.37.41,2095,2095,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,73,10.64
47.245.57.109,2083,2083,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,173,10.64
8.219.201.245,443,443,TRUE,SIN-Singapore,Asia Pacific,Singapore,171,10.64
8.222.236.229,80,80,FALSE,SIN-Singapore,Asia Pacific,Singapore,13,10.64
47.74.16.67,8443,8443,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,194,10.64
47.74.13.239,2053,2053,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,237,10.64
47.245.10.77,2087,2087,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,278,10.64
47.74.0.183,80,80,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,79,10.63
47.74.11.251,8880,8880,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,69,10.63
47.74.16.67,8080,8080,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,73,10.63
47.236.145.180,80,80,FALSE,SIN-Singapore,Asia Pacific,Singapore,19,10.63
47.236.198.189,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,101,10.63
8.219.170.223,2053,2053,TRUE,SIN-Singapore,Asia Pacific,Singapore,110,10.63
8.219.230.254,2052,2052,FALSE,SIN-Singapore,Asia Pacific,Singapore,48,10.62
47.236.144.48,2087,2087,TRUE,SIN-Singapore,Asia Pacific,Singapore,204,10.62
8.219.235.164,2096,2096,TRUE,SIN-Singapore,Asia Pacific,Singapore,149,10.62
8.219.215.12,2096,2096,TRUE,SIN-Singapore,Asia Pacific,Singapore,182,10.62
8.219.178.101,2087,2087,TRUE,SIN-Singapore,Asia Pacific,Singapore,212,10.62
8.209.222.31,8880,8880,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,82,10.62
8.219.197.111,8880,8880,FALSE,SIN-Singapore,Asia Pacific,Singapore,14,10.62
8.219.107.135,2083,2083,TRUE,SIN-Singapore,Asia Pacific,Singapore,61,10.61
8.219.112.75,2086,2086,FALSE,SIN-Singapore,Asia Pacific,Singapore,9,10.61
47.245.8.68,2083,2083,TRUE,NRT-Tokyo,Asia Pacific,Tokyo,186,10.61
8.222.209.223,2053,0,TRUE,SIN-Singapore,Asia Pacific,Singapore,4,10.61
47.245.10.156,8880,8880,FALSE,NRT-Tokyo,Asia Pacific,Tokyo,77,10.61
47.236.148.174,2086,2086,FALSE,SIN-Singapore,Asia Pacific,Singapore,13,10.61
