IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
158.101.140.255,2052,2052,false,NRT,Asia Pacific,Tokyo,82,10.85
152.70.48.82,443,443,true,FRA,Europe,Frankfurt,212,10.84
158.101.159.212,2087,2087,true,NRT,Asia Pacific,Tokyo,70,10.84
168.138.212.40,2053,2053,true,NRT,Asia Pacific,Tokyo,90,10.83
158.180.61.196,443,443,true,FRA,Europe,Frankfurt,201,10.83
138.3.214.43,8080,8080,false,NRT,Asia Pacific,Tokyo,73,10.83
144.21.32.193,2053,443,true,AMS,Europe,Amsterdam,178,10.83
141.148.239.173,443,443,true,FRA,Europe,Frankfurt,174,10.83
84.235.162.180,443,443,true,FRA,Europe,Frankfurt,201,10.83
158.101.137.74,2083,2083,true,NRT,Asia Pacific,Tokyo,71,10.83
138.3.216.67,80,80,false,NRT,Asia Pacific,Tokyo,81,10.82
138.3.220.4,2095,2095,false,NRT,Asia Pacific,Tokyo,86,10.82
141.147.166.95,2083,2083,true,NRT,Asia Pacific,Tokyo,76,10.82
140.238.54.164,2095,2095,false,NRT,Asia Pacific,Tokyo,79,10.82
141.147.191.132,2096,2096,true,NRT,Asia Pacific,Tokyo,90,10.82
143.47.230.208,443,443,true,FRA,Europe,Frankfurt,190,10.81
132.145.122.95,2087,2087,true,NRT,Asia Pacific,Tokyo,83,10.81
140.238.36.216,2082,2082,false,NRT,Asia Pacific,Tokyo,72,10.79
132.145.114.250,8880,8880,false,NRT,Asia Pacific,Tokyo,81,10.79
158.101.155.246,8880,8880,false,NRT,Asia Pacific,Tokyo,82,10.79
140.238.83.26,443,443,true,FRA,Europe,Frankfurt,183,10.78
131.186.37.191,2083,2083,true,NRT,Asia Pacific,Tokyo,158,10.78
158.101.146.203,8443,8443,true,NRT,Asia Pacific,Tokyo,82,10.78
151.145.71.40,2095,2095,false,NRT,Asia Pacific,Tokyo,79,10.77
158.101.89.33,2052,2052,false,NRT,Asia Pacific,Tokyo,91,10.76
158.101.90.190,2095,2095,false,NRT,Asia Pacific,Tokyo,69,10.76
144.21.40.97,443,443,true,FRA,Europe,Frankfurt,219,10.76
131.186.41.255,2083,2083,true,NRT,Asia Pacific,Tokyo,98,10.76
158.101.140.252,2082,2082,false,NRT,Asia Pacific,Tokyo,86,10.76
141.147.164.153,2083,2083,true,NRT,Asia Pacific,Tokyo,90,10.75
150.230.115.112,443,443,true,FRA,Europe,Frankfurt,196,10.75
158.101.68.100,8880,8880,false,NRT,Asia Pacific,Tokyo,78,10.75
158.101.131.218,8080,8080,false,NRT,Asia Pacific,Tokyo,72,10.75
138.3.216.67,8443,8443,true,NRT,Asia Pacific,Tokyo,79,10.75
131.186.46.75,8880,8880,false,NRT,Asia Pacific,Tokyo,73,10.75
140.238.59.255,2052,2052,false,NRT,Asia Pacific,Tokyo,86,10.74
140.238.50.32,2095,2095,false,NRT,Asia Pacific,Tokyo,81,10.73
140.238.36.248,8080,8080,false,NRT,Asia Pacific,Tokyo,83,10.73
132.145.120.103,80,80,false,NRT,Asia Pacific,Tokyo,78,10.73
141.148.225.94,443,443,true,FRA,Europe,Frankfurt,182,10.73
168.138.198.53,2087,2087,true,NRT,Asia Pacific,Tokyo,147,10.72
168.138.202.145,2082,2082,false,NRT,Asia Pacific,Tokyo,71,10.71
141.148.230.120,443,443,true,FRA,Europe,Frankfurt,176,10.71
140.238.60.177,2052,2052,false,NRT,Asia Pacific,Tokyo,82,10.71
193.122.61.125,443,443,true,FRA,Europe,Frankfurt,177,10.71
158.101.152.221,2095,2095,false,NRT,Asia Pacific,Tokyo,72,10.71
143.47.191.34,443,443,true,FRA,Europe,Frankfurt,159,10.70
168.138.212.175,2087,2087,true,NRT,Asia Pacific,Tokyo,142,10.70
132.145.123.112,2086,2086,false,NRT,Asia Pacific,Tokyo,90,10.70
152.70.52.91,443,443,true,FRA,Europe,Frankfurt,202,10.69
132.145.127.51,2095,2095,false,NRT,Asia Pacific,Tokyo,89,10.69
143.47.182.49,443,443,true,FRA,Europe,Frankfurt,186,10.68
144.24.180.15,443,443,true,FRA,Europe,Frankfurt,153,10.68
193.122.54.239,443,443,true,FRA,Europe,Frankfurt,185,10.68
168.138.205.38,2082,2082,false,NRT,Asia Pacific,Tokyo,71,10.68
158.101.146.203,2083,2083,true,NRT,Asia Pacific,Tokyo,80,10.67
151.145.65.203,8443,8443,true,NRT,Asia Pacific,Tokyo,153,10.67
84.235.162.213,443,443,true,FRA,Europe,Frankfurt,182,10.67
140.238.58.42,2053,2053,true,NRT,Asia Pacific,Tokyo,93,10.66
168.138.196.237,8880,8880,false,NRT,Asia Pacific,Tokyo,106,10.66
141.147.185.149,8080,8080,false,NRT,Asia Pacific,Tokyo,75,10.66
158.101.150.126,8880,8880,false,NRT,Asia Pacific,Tokyo,72,10.66
140.238.58.42,8880,8880,false,NRT,Asia Pacific,Tokyo,85,10.66
140.238.61.78,2086,2086,false,NRT,Asia Pacific,Tokyo,82,10.66
158.101.81.4,80,80,false,NRT,Asia Pacific,Tokyo,83,10.65
140.238.58.42,2083,2083,true,NRT,Asia Pacific,Tokyo,88,10.65
168.138.213.210,8443,8443,true,NRT,Asia Pacific,Tokyo,193,10.65
158.101.133.129,2087,2087,true,NRT,Asia Pacific,Tokyo,87,10.65
131.186.43.107,2087,2087,true,NRT,Asia Pacific,Tokyo,92,10.65
141.147.88.123,443,443,true,FRA,Europe,Frankfurt,200,10.64
140.238.51.89,2086,2086,false,NRT,Asia Pacific,Tokyo,78,10.64
140.238.39.33,2095,2095,false,NRT,Asia Pacific,Tokyo,78,10.64
140.238.36.248,2086,2086,false,NRT,Asia Pacific,Tokyo,69,10.64
138.3.218.160,2086,2086,false,NRT,Asia Pacific,Tokyo,70,10.63
152.70.50.242,443,443,true,FRA,Europe,Frankfurt,175,10.63
131.186.37.69,2053,2053,true,NRT,Asia Pacific,Tokyo,154,10.63
138.3.211.101,8880,8880,false,NRT,Asia Pacific,Tokyo,84,10.63
141.147.118.157,443,443,true,FRA,Europe,Frankfurt,181,10.63
158.101.81.4,2095,2095,false,NRT,Asia Pacific,Tokyo,86,10.63
151.145.74.56,80,80,false,NRT,Asia Pacific,Tokyo,100,10.62
132.145.114.14,2087,2087,true,NRT,Asia Pacific,Tokyo,73,10.62
132.145.121.247,2052,2052,false,NRT,Asia Pacific,Tokyo,79,10.62
138.3.212.226,2086,2086,false,NRT,Asia Pacific,Tokyo,68,10.61
168.138.205.195,2086,2086,false,NRT,Asia Pacific,Tokyo,96,10.61
132.145.122.95,2096,2096,true,NRT,Asia Pacific,Tokyo,93,10.60
158.101.131.218,2082,2082,false,NRT,Asia Pacific,Tokyo,78,10.60
141.147.61.116,8443,443,true,FRA,Europe,Frankfurt,205,10.60
168.138.206.236,2086,2086,false,NRT,Asia Pacific,Tokyo,80,10.60
132.145.123.238,2052,2052,false,NRT,Asia Pacific,Tokyo,70,10.59
168.138.205.195,2087,2087,true,NRT,Asia Pacific,Tokyo,182,10.59
131.186.60.162,2095,2095,false,NRT,Asia Pacific,Tokyo,81,10.58
132.145.112.168,2052,2052,false,NRT,Asia Pacific,Tokyo,76,10.58
138.3.214.43,2082,2082,false,NRT,Asia Pacific,Tokyo,75,10.58
138.3.216.67,2086,2086,false,NRT,Asia Pacific,Tokyo,70,10.57
131.186.44.38,2096,2096,true,NRT,Asia Pacific,Tokyo,99,10.57
158.101.137.96,2087,2087,true,NRT,Asia Pacific,Tokyo,78,10.56
140.238.32.184,2096,2096,true,NRT,Asia Pacific,Tokyo,117,10.56
84.235.168.119,443,443,true,FRA,Europe,Frankfurt,185,10.56
84.235.173.70,443,443,true,FRA,Europe,Frankfurt,177,10.55
158.101.155.115,8443,8443,true,NRT,Asia Pacific,Tokyo,84,10.55
131.186.35.189,80,80,false,NRT,Asia Pacific,Tokyo,74,10.55
168.138.200.155,2052,2052,false,NRT,Asia Pacific,Tokyo,85,10.54
158.101.145.246,8443,8443,true,NRT,Asia Pacific,Tokyo,94,10.54
132.145.120.103,2095,2095,false,NRT,Asia Pacific,Tokyo,77,10.53
131.186.63.184,2082,2082,false,NRT,Asia Pacific,Tokyo,71,10.53
140.238.33.94,8880,8880,false,NRT,Asia Pacific,Tokyo,71,10.53
84.235.175.5,443,443,true,AMS,Europe,Amsterdam,174,10.52
131.186.39.42,2053,2053,true,NRT,Asia Pacific,Tokyo,113,10.52
143.47.232.90,443,443,true,FRA,Europe,Frankfurt,179,10.52
138.2.157.236,443,443,true,AMS,Europe,Amsterdam,169,10.51
152.67.135.198,443,443,true,FRA,Europe,Frankfurt,211,10.51
131.186.44.38,2087,2087,true,NRT,Asia Pacific,Tokyo,129,10.51
158.101.146.203,2082,2082,false,NRT,Asia Pacific,Tokyo,74,10.51
89.168.66.122,443,0,true,FRA,Europe,Frankfurt,179,10.50
168.138.206.109,2095,2095,false,NRT,Asia Pacific,Tokyo,80,10.50
151.145.74.199,2082,2082,false,NRT,Asia Pacific,Tokyo,72,10.49
131.186.46.75,8080,8080,false,NRT,Asia Pacific,Tokyo,70,10.49
158.101.137.96,2082,2082,false,NRT,Asia Pacific,Tokyo,81,10.49
131.186.63.184,2086,2086,false,NRT,Asia Pacific,Tokyo,81,10.48
152.70.123.225,8443,443,true,SJC,North America,San Jose,177,10.46
140.238.54.184,8443,8443,true,NRT,Asia Pacific,Tokyo,110,10.45
140.238.51.89,2053,2053,true,NRT,Asia Pacific,Tokyo,102,10.45
168.138.205.195,8880,8880,false,NRT,Asia Pacific,Tokyo,68,10.45
140.238.46.138,80,80,false,NRT,Asia Pacific,Tokyo,79,10.44
158.101.136.239,2052,2052,false,NRT,Asia Pacific,Tokyo,73,10.44
144.21.42.103,443,443,true,FRA,Europe,Frankfurt,192,10.44
132.145.124.198,8443,8443,true,NRT,Asia Pacific,Tokyo,77,10.44
131.186.61.45,8080,8080,false,NRT,Asia Pacific,Tokyo,81,10.44
131.186.35.189,2053,2053,true,NRT,Asia Pacific,Tokyo,153,10.44
158.101.140.154,2082,2082,false,NRT,Asia Pacific,Tokyo,71,10.44
132.145.123.238,80,80,false,NRT,Asia Pacific,Tokyo,74,10.43
131.186.63.184,8443,8443,true,NRT,Asia Pacific,Tokyo,129,10.43
129.146.46.164,443,443,true,LAX,North America,Los Angeles,208,10.43
151.145.65.203,8080,8080,false,NRT,Asia Pacific,Tokyo,73,10.42
158.101.131.218,80,80,false,NRT,Asia Pacific,Tokyo,76,10.42
132.145.126.21,8443,8443,true,NRT,Asia Pacific,Tokyo,83,10.42
141.147.102.216,443,443,true,FRA,Europe,Frankfurt,178,10.42
131.186.47.223,2052,2052,false,NRT,Asia Pacific,Tokyo,84,10.40
140.238.54.166,2087,2087,true,NRT,Asia Pacific,Tokyo,150,10.40
138.3.211.101,8080,8080,false,NRT,Asia Pacific,Tokyo,77,10.39
158.101.144.189,2053,2053,true,NRT,Asia Pacific,Tokyo,79,10.39
141.144.195.82,443,443,true,FRA,Europe,Frankfurt,183,10.39
132.145.114.14,2053,2053,true,NRT,Asia Pacific,Tokyo,92,10.38
158.101.137.74,8080,8080,false,NRT,Asia Pacific,Tokyo,70,10.38
168.138.194.121,2083,2083,true,NRT,Asia Pacific,Tokyo,141,10.38
158.101.149.122,2052,2052,false,NRT,Asia Pacific,Tokyo,85,10.38
140.238.54.164,2086,2086,false,NRT,Asia Pacific,Tokyo,79,10.38
151.145.75.28,2095,2095,false,NRT,Asia Pacific,Tokyo,85,10.37
158.101.136.239,2087,2087,true,NRT,Asia Pacific,Tokyo,74,10.37
130.162.232.101,443,443,true,FRA,Europe,Frankfurt,171,10.37
138.3.214.43,8880,8880,false,NRT,Asia Pacific,Tokyo,70,10.36
143.47.185.85,443,443,true,FRA,Europe,Frankfurt,184,10.35
140.238.51.184,2086,2086,false,NRT,Asia Pacific,Tokyo,74,10.35
158.101.147.4,8443,8443,true,NRT,Asia Pacific,Tokyo,133,10.35
132.145.121.34,2087,2087,true,NRT,Asia Pacific,Tokyo,119,10.35
151.145.65.8,2052,2052,false,NRT,Asia Pacific,Tokyo,89,10.34
141.147.162.204,2053,2053,true,NRT,Asia Pacific,Tokyo,77,10.34
151.145.65.8,8443,8443,true,NRT,Asia Pacific,Tokyo,135,10.34
140.238.39.33,8080,8080,false,NRT,Asia Pacific,Tokyo,69,10.34
140.238.54.184,2096,2096,true,NRT,Asia Pacific,Tokyo,153,10.33
131.186.45.88,8443,8443,true,NRT,Asia Pacific,Tokyo,89,10.32
151.145.64.170,8443,8443,true,NRT,Asia Pacific,Tokyo,376,10.32
131.186.44.38,8080,8080,false,NRT,Asia Pacific,Tokyo,77,10.32
132.145.123.14,2082,2082,false,NRT,Asia Pacific,Tokyo,82,10.32
140.238.34.208,8880,8880,false,NRT,Asia Pacific,Tokyo,74,10.32
158.101.137.96,2096,2096,true,NRT,Asia Pacific,Tokyo,79,10.31
158.101.137.74,2086,2086,false,NRT,Asia Pacific,Tokyo,91,10.31
140.238.54.164,2082,2082,false,NRT,Asia Pacific,Tokyo,85,10.31
131.186.59.94,2083,2083,true,NRT,Asia Pacific,Tokyo,95,10.30
140.238.54.149,2095,2095,false,NRT,Asia Pacific,Tokyo,79,10.28
130.162.229.42,2053,443,true,FRA,Europe,Frankfurt,167,10.28
140.238.38.245,2087,2087,true,NRT,Asia Pacific,Tokyo,115,10.28
168.138.215.188,80,80,false,NRT,Asia Pacific,Tokyo,76,10.28
158.101.137.96,8880,8880,false,NRT,Asia Pacific,Tokyo,75,10.28
158.180.12.170,443,443,true,FRA,Europe,Frankfurt,196,10.28
138.3.223.50,8080,8080,false,NRT,Asia Pacific,Tokyo,69,10.28
168.138.211.188,8080,8080,false,HKG,Asia Pacific,Hong Kong,152,10.28
158.101.140.154,2052,2052,false,NRT,Asia Pacific,Tokyo,84,10.27
168.138.192.185,2095,2095,false,NRT,Asia Pacific,Tokyo,72,10.27
130.162.248.90,443,443,true,FRA,Europe,Frankfurt,167,10.27
131.186.45.88,2096,2096,true,NRT,Asia Pacific,Tokyo,149,10.27
132.145.120.197,8443,8443,true,NRT,Asia Pacific,Tokyo,101,10.26
168.138.209.244,2095,2095,false,NRT,Asia Pacific,Tokyo,88,10.26
140.238.36.216,2087,2087,true,NRT,Asia Pacific,Tokyo,98,10.26
158.101.158.238,2083,2083,true,NRT,Asia Pacific,Tokyo,97,10.26
132.145.123.112,2052,2052,false,NRT,Asia Pacific,Tokyo,79,10.26
158.180.55.168,443,443,true,FRA,Europe,Frankfurt,188,10.26
168.138.212.175,2086,2086,false,NRT,Asia Pacific,Tokyo,83,10.25
131.186.58.151,2095,2095,false,NRT,Asia Pacific,Tokyo,67,10.25
131.186.61.45,2086,2086,false,NRT,Asia Pacific,Tokyo,80,10.25
132.145.123.238,2087,2087,true,NRT,Asia Pacific,Tokyo,107,10.24
132.145.120.103,8880,8880,false,NRT,Asia Pacific,Tokyo,82,10.24
158.101.68.48,2052,2052,false,NRT,Asia Pacific,Tokyo,80,10.24
131.186.47.223,2095,2095,false,NRT,Asia Pacific,Tokyo,79,10.23
158.101.159.181,8080,8080,false,NRT,Asia Pacific,Tokyo,77,10.23
158.101.142.103,2052,2052,false,NRT,Asia Pacific,Tokyo,88,10.22
140.238.54.149,2083,2083,true,NRT,Asia Pacific,Tokyo,80,10.22
140.238.51.184,2082,2082,false,NRT,Asia Pacific,Tokyo,71,10.22
152.67.141.193,443,443,true,FRA,Europe,Frankfurt,188,10.21
158.101.144.34,2053,2053,true,NRT,Asia Pacific,Tokyo,112,10.21
140.238.53.190,2082,2082,false,NRT,Asia Pacific,Tokyo,79,10.21
140.238.60.71,8880,8880,false,NRT,Asia Pacific,Tokyo,71,10.20
158.101.90.190,80,80,false,NRT,Asia Pacific,Tokyo,79,10.20
140.238.54.184,8880,8880,false,NRT,Asia Pacific,Tokyo,80,10.20
132.145.113.148,8880,8880,false,NRT,Asia Pacific,Tokyo,80,10.20
132.145.126.204,2053,2053,true,NRT,Asia Pacific,Tokyo,77,10.19
158.101.140.154,80,80,false,NRT,Asia Pacific,Tokyo,81,10.19
168.138.213.210,2052,2052,false,NRT,Asia Pacific,Tokyo,82,10.19
152.70.49.133,443,443,true,FRA,Europe,Frankfurt,239,10.19
158.101.140.252,2052,2052,false,NRT,Asia Pacific,Tokyo,75,10.18
138.2.153.187,443,443,true,FRA,Europe,Frankfurt,162,10.18
141.147.37.43,443,443,true,FRA,Europe,Frankfurt,185,10.17
140.238.62.12,80,80,false,NRT,Asia Pacific,Tokyo,94,10.17
140.238.41.167,8080,8080,false,NRT,Asia Pacific,Tokyo,72,10.16
131.186.60.162,8880,8880,false,NRT,Asia Pacific,Tokyo,78,10.16
140.238.46.138,2082,2082,false,NRT,Asia Pacific,Tokyo,84,10.16
141.147.162.204,2096,2096,true,NRT,Asia Pacific,Tokyo,78,10.15
168.138.202.169,2086,2086,false,NRT,Asia Pacific,Tokyo,85,10.15
140.238.35.138,2082,2082,false,NRT,Asia Pacific,Tokyo,69,10.15
138.3.212.144,2095,2095,false,NRT,Asia Pacific,Tokyo,78,10.15
158.101.89.33,8080,8080,false,NRT,Asia Pacific,Tokyo,71,10.15
132.145.112.168,8880,8880,false,NRT,Asia Pacific,Tokyo,86,10.15
132.145.120.115,2086,2086,false,NRT,Asia Pacific,Tokyo,69,10.14
141.147.51.28,443,443,true,FRA,Europe,Frankfurt,181,10.14
140.238.60.71,2083,2083,true,NRT,Asia Pacific,Tokyo,147,10.13
138.3.223.50,2086,2086,false,NRT,Asia Pacific,Tokyo,83,10.13
168.138.212.184,2087,2087,true,NRT,Asia Pacific,Tokyo,130,10.12
151.145.66.219,2082,2082,false,NRT,Asia Pacific,Tokyo,72,10.12
141.147.53.255,443,443,true,FRA,Europe,Frankfurt,180,10.12
131.186.35.189,8880,8880,false,NRT,Asia Pacific,Tokyo,80,10.10
141.144.197.161,443,443,true,FRA,Europe,Frankfurt,178,10.10
140.238.32.238,2053,2053,true,NRT,Asia Pacific,Tokyo,119,10.10
158.180.20.3,443,443,true,FRA,Europe,Frankfurt,172,10.09
158.178.193.75,80,80,false,CDG,Europe,Paris,167,10.09
165.1.79.60,8443,443,true,SJC,North America,San Jose,174,10.09
143.47.250.77,443,443,true,AMS,Europe,Amsterdam,179,10.09
168.138.200.159,8080,8080,false,NRT,Asia Pacific,Tokyo,73,10.08
131.186.37.69,80,80,false,NRT,Asia Pacific,Tokyo,70,10.08
144.21.52.195,443,443,true,FRA,Europe,Frankfurt,202,10.08
140.238.62.12,2087,2087,true,NRT,Asia Pacific,Tokyo,77,10.08
158.101.147.4,2095,2095,false,NRT,Asia Pacific,Tokyo,87,10.07
131.186.58.151,8443,8443,true,NRT,Asia Pacific,Tokyo,175,10.07
138.3.212.144,2052,2052,false,NRT,Asia Pacific,Tokyo,89,10.07
168.138.192.185,2082,2082,false,NRT,Asia Pacific,Tokyo,68,10.07
158.101.146.160,8443,8443,true,NRT,Asia Pacific,Tokyo,114,10.07
150.230.114.232,443,443,true,FRA,Europe,Frankfurt,198,10.07
130.162.246.147,443,443,true,FRA,Europe,Frankfurt,165,10.06
140.238.35.138,2096,2096,true,NRT,Asia Pacific,Tokyo,107,10.06
168.138.212.175,2095,2095,false,NRT,Asia Pacific,Tokyo,77,10.05
158.101.155.246,8443,8443,true,NRT,Asia Pacific,Tokyo,87,10.05
131.186.41.82,8443,8443,true,NRT,Asia Pacific,Tokyo,131,10.05
138.3.212.144,80,80,false,NRT,Asia Pacific,Tokyo,91,10.05
131.186.35.189,2083,2083,true,NRT,Asia Pacific,Tokyo,94,10.04
131.186.37.191,8443,8443,true,NRT,Asia Pacific,Tokyo,118,10.04
140.238.44.118,80,80,false,NRT,Asia Pacific,Tokyo,68,10.04
151.145.69.174,2086,2086,false,NRT,Asia Pacific,Tokyo,110,10.04
140.238.33.165,2096,2096,true,NRT,Asia Pacific,Tokyo,91,10.04
141.147.166.95,2096,2096,true,NRT,Asia Pacific,Tokyo,70,10.03
84.235.168.59,443,443,true,FRA,Europe,Frankfurt,173,10.02
141.147.108.136,443,443,true,FRA,Europe,Frankfurt,188,10.02
158.101.140.255,2086,2086,false,NRT,Asia Pacific,Tokyo,70,10.02
158.101.94.15,2095,2095,false,NRT,Asia Pacific,Tokyo,81,10.01
158.101.147.4,2082,2082,false,NRT,Asia Pacific,Tokyo,79,10.01
168.138.200.155,8080,8080,false,NRT,Asia Pacific,Tokyo,69,10.01
158.101.65.24,8443,8443,true,NRT,Asia Pacific,Tokyo,142,10.01
132.145.127.21,8080,8080,false,NRT,Asia Pacific,Tokyo,83,10.01
131.186.63.127,2052,2052,false,NRT,Asia Pacific,Tokyo,70,10.00
168.138.205.38,2052,2052,false,NRT,Asia Pacific,Tokyo,72,10.00
158.101.65.24,80,80,false,NRT,Asia Pacific,Tokyo,84,10.00
132.145.113.148,2087,2087,true,NRT,Asia Pacific,Tokyo,88,9.99
132.145.113.148,8443,8443,true,NRT,Asia Pacific,Tokyo,138,9.99
132.145.123.238,8443,8443,true,NRT,Asia Pacific,Tokyo,71,9.98
168.138.208.17,2096,2096,true,NRT,Asia Pacific,Tokyo,225,9.97
138.3.223.50,2082,2082,false,NRT,Asia Pacific,Tokyo,75,9.96
151.145.68.166,80,80,false,NRT,Asia Pacific,Tokyo,78,9.96
140.238.40.136,2082,2082,false,NRT,Asia Pacific,Tokyo,79,9.96
158.101.131.218,2052,2052,false,NRT,Asia Pacific,Tokyo,70,9.95
132.145.120.118,8080,8080,false,NRT,Asia Pacific,Tokyo,80,9.95
140.238.35.195,8443,8443,true,NRT,Asia Pacific,Tokyo,139,9.95
158.101.158.251,2095,2095,false,NRT,Asia Pacific,Tokyo,88,9.95
158.101.146.165,8443,8443,true,NRT,Asia Pacific,Tokyo,104,9.95
168.138.194.121,8880,8880,false,NRT,Asia Pacific,Tokyo,71,9.94
141.147.116.176,443,443,true,FRA,Europe,Frankfurt,177,9.94
140.238.39.33,2087,2087,true,NRT,Asia Pacific,Tokyo,94,9.94
131.186.41.82,2087,2087,true,NRT,Asia Pacific,Tokyo,81,9.94
158.101.147.4,8880,8880,false,NRT,Asia Pacific,Tokyo,90,9.93
152.70.57.221,443,443,true,FRA,Europe,Frankfurt,182,9.93
132.145.126.21,2052,2052,false,NRT,Asia Pacific,Tokyo,82,9.93
158.101.140.255,2082,2082,false,NRT,Asia Pacific,Tokyo,68,9.93
140.238.39.87,8080,8080,false,NRT,Asia Pacific,Tokyo,82,9.92
141.147.166.189,2053,2053,true,NRT,Asia Pacific,Tokyo,69,9.91
131.186.63.35,2052,2052,false,NRT,Asia Pacific,Tokyo,74,9.91
144.21.53.32,443,443,true,FRA,Europe,Frankfurt,180,9.90
151.145.71.40,80,80,false,NRT,Asia Pacific,Tokyo,77,9.89
140.238.38.245,8080,8080,false,NRT,Asia Pacific,Tokyo,95,9.89
84.8.154.158,443,443,true,FRA,Europe,Frankfurt,282,9.89
132.145.112.168,2053,2053,true,NRT,Asia Pacific,Tokyo,69,9.89
140.238.38.245,2086,2086,false,NRT,Asia Pacific,Tokyo,71,9.88
152.70.52.92,443,443,true,FRA,Europe,Frankfurt,206,9.88
158.101.149.81,2087,2087,true,NRT,Asia Pacific,Tokyo,68,9.87
138.3.214.43,80,80,false,NRT,Asia Pacific,Tokyo,78,9.87
131.186.34.244,80,80,false,NRT,Asia Pacific,Tokyo,80,9.87
141.147.115.162,443,443,true,FRA,Europe,Frankfurt,190,9.86
168.138.211.131,8880,8880,false,NRT,Asia Pacific,Tokyo,91,9.85
168.138.208.164,2096,2096,true,NRT,Asia Pacific,Tokyo,111,9.84
140.238.61.78,2082,2082,false,NRT,Asia Pacific,Tokyo,89,9.83
158.101.158.251,2087,2087,true,NRT,Asia Pacific,Tokyo,107,9.83
193.122.61.9,443,443,true,EWR,North America,Newark,177,9.83
141.148.225.119,443,0,true,AMS,Europe,Amsterdam,196,9.82
141.148.229.169,443,443,true,FRA,Europe,Frankfurt,188,9.82
158.101.140.154,80,80,false,NRT,Asia Pacific,Tokyo,71,9.81
131.186.34.244,8080,8080,false,NRT,Asia Pacific,Tokyo,74,9.81
158.180.17.67,443,443,true,FRA,Europe,Frankfurt,186,9.81
132.145.120.115,2053,2053,true,NRT,Asia Pacific,Tokyo,103,9.81
140.238.48.97,2095,2095,false,NRT,Asia Pacific,Tokyo,78,9.81
158.101.150.126,2087,2087,true,NRT,Asia Pacific,Tokyo,104,9.81
138.3.212.162,8880,8880,false,NRT,Asia Pacific,Tokyo,83,9.80
151.145.65.203,80,80,false,NRT,Asia Pacific,Tokyo,77,9.80
141.147.167.44,2087,2087,true,NRT,Asia Pacific,Tokyo,75,9.80
140.238.36.216,2095,2095,false,NRT,Asia Pacific,Tokyo,70,9.80
131.186.62.26,2083,2083,true,NRT,Asia Pacific,Tokyo,122,9.80
130.162.61.18,80,80,false,FRA,Europe,Frankfurt,164,9.79
151.145.75.28,80,80,false,NRT,Asia Pacific,Tokyo,81,9.79
84.8.144.155,443,443,true,FRA,Europe,Frankfurt,192,9.79
158.101.152.221,8443,8443,true,NRT,Asia Pacific,Tokyo,117,9.78
132.145.121.175,8880,8880,false,NRT,Asia Pacific,Tokyo,76,9.78
140.238.36.216,80,80,false,NRT,Asia Pacific,Tokyo,78,9.78
131.186.61.45,8880,8880,false,NRT,Asia Pacific,Tokyo,75,9.78
84.8.154.204,443,443,true,FRA,Europe,Frankfurt,218,9.78
132.145.120.118,2096,2096,true,NRT,Asia Pacific,Tokyo,151,9.78
141.147.33.183,443,443,true,FRA,Europe,Frankfurt,167,9.77
140.238.50.99,80,80,false,NRT,Asia Pacific,Tokyo,70,9.76
141.144.197.165,443,443,true,FRA,Europe,Frankfurt,242,9.76
131.186.38.135,2052,2052,false,NRT,Asia Pacific,Tokyo,75,9.75
129.146.7.98,443,443,true,LAX,North America,Los Angeles,210,9.75
141.144.199.32,443,443,true,FRA,Europe,Frankfurt,172,9.75
141.144.204.27,8443,443,true,AMS,Europe,Amsterdam,185,9.75
158.180.14.208,443,443,true,FRA,Europe,Frankfurt,175,9.75
158.101.139.42,2053,2053,true,NRT,Asia Pacific,Tokyo,94,9.74
140.238.46.138,8080,8080,false,NRT,Asia Pacific,Tokyo,74,9.74
140.238.52.81,2083,2083,true,NRT,Asia Pacific,Tokyo,81,9.73
140.238.44.118,2082,2082,false,NRT,Asia Pacific,Tokyo,81,9.73
140.238.39.87,2053,2053,true,NRT,Asia Pacific,Tokyo,80,9.72
132.145.113.148,2096,2096,true,NRT,Asia Pacific,Tokyo,135,9.72
131.186.46.75,2083,2083,true,NRT,Asia Pacific,Tokyo,103,9.72
140.238.44.118,2096,2096,true,NRT,Asia Pacific,Tokyo,79,9.72
132.145.114.250,2082,2082,false,NRT,Asia Pacific,Tokyo,75,9.71
158.101.149.71,2052,2052,false,NRT,Asia Pacific,Tokyo,69,9.71
131.186.37.49,2095,2095,false,NRT,Asia Pacific,Tokyo,89,9.70
131.186.44.38,2053,2053,true,NRT,Asia Pacific,Tokyo,136,9.70
152.70.59.27,443,443,true,FRA,Europe,Frankfurt,199,9.70
158.101.131.218,8880,8880,false,NRT,Asia Pacific,Tokyo,74,9.70
131.186.47.255,2082,2082,false,NRT,Asia Pacific,Tokyo,82,9.69
141.147.93.23,443,443,true,FRA,Europe,Frankfurt,178,9.69
138.3.210.114,2082,2082,false,NRT,Asia Pacific,Tokyo,81,9.69
138.3.210.114,8880,8880,false,NRT,Asia Pacific,Tokyo,83,9.69
151.145.68.166,2087,2087,true,NRT,Asia Pacific,Tokyo,370,9.69
158.101.137.74,80,80,false,NRT,Asia Pacific,Tokyo,70,9.69
132.145.125.165,2083,2083,true,NRT,Asia Pacific,Tokyo,76,9.68
158.101.149.81,80,80,false,NRT,Asia Pacific,Tokyo,75,9.68
